phase,flux
0.25002645,0.995512
0.25003766000000005,0.964846
0.25004665000000004,1.001121
0.25005053999999993,0.993659
0.2500598700000001,1.032429
0.25008545000000004,0.982016
0.25011896999999994,0.955493
0.25012582000000005,1.010444
0.25013131,0.950345
0.2501322799999999,0.984381
0.25016886000000005,1.023672
0.2502073600000001,1.024883
0.25022030000000006,0.991497
0.2502444399999999,1.025352
0.25026539999999997,0.995483
0.2502678300000001,1.05276
0.2502823300000001,1.032152
0.25039733,1.026159
0.25039869999999986,0.987221
0.2504237899999999,0.984491
0.2504437799999999,0.993701
0.25046652,1.018661
0.25048578999999993,0.975454
0.2504861300000001,0.990183
0.2505189400000001,0.992656
0.25052246,1.012354
0.25053280999999994,1.035648
0.25053802999999997,0.992268
0.25055702999999996,1.008452
0.25057540999999994,1.026658
0.2505879200000001,0.977824
0.25061460999999996,1.010977
0.2506390999999999,1.000374
0.2506623800000001,0.997395
0.25070228000000006,0.985969
0.2507060400000001,0.999267
0.2507198100000001,1.040032
0.2507285800000001,0.988233
0.25075475,1.042939
0.25075581,0.954267
0.2507657999999999,1.019705
0.25079943000000005,1.027166
0.25080203,1.000841
0.2508152400000001,0.99695
0.25084061,0.977082
0.25086144,1.049791
0.25087073999999987,0.999621
0.2508950699999999,0.984492
0.25089957000000007,1.015978
0.25091839000000005,0.988981
0.2509659799999999,1.0322
0.25098213000000014,1.048125
0.25099972000000004,0.990526
0.25102617000000005,1.017352
0.25104930999999997,1.00651
0.25106247999999987,0.983512
0.25111082000000007,1.032526
0.25111857000000004,0.997824
0.2511420900000001,0.994664
0.2511532999999999,0.996909
0.2511691599999999,1.049178
0.25117203999999993,1.042783
0.2512261900000001,0.982333
0.2512468299999999,0.99943
0.2512545799999999,0.99567
0.25125759999999997,1.008652
0.25126143999999995,1.004956
0.2512718199999999,1.03309
0.2512878700000001,0.966414
0.2512915,0.997847
0.2513299,0.958147
0.25134144999999997,0.995036
0.25137392999999997,0.97996
0.2513996700000001,1.023605
0.2514031000000001,0.951508
0.2514166900000001,0.984595
0.25146040000000003,0.987365
0.25146461,1.026173
0.25147980000000003,0.979453
0.2514925699999999,1.051308
0.2514983100000001,1.011821
0.25150260999999996,1.026808
0.25150315,1.031335
0.2515054299999999,0.994431
0.25160242999999993,0.987962
0.25163716,1.008462
0.25168572,1.029242
0.25168707,1.01607
0.25171461000000006,0.981506
0.25172405,0.99204
0.25172408999999996,0.975994
0.2517354300000001,0.993652
0.25174845999999995,1.038376
0.2517685300000001,1.013115
0.2517862799999999,0.992418
0.25180768,1.028664
0.25180981000000013,1.00957
0.25182536999999994,0.992981
0.25184593999999993,1.001364
0.25187055999999997,0.979214
0.25187238,0.998011
0.25188856000000004,1.01088
0.25191838999999994,0.998856
0.25192854,1.041531
0.2519821,0.986686
0.25198235999999996,0.987927
0.25200073,1.04138
0.25201649999999987,0.953061
0.25203767,1.002979
0.2520508699999999,1.019437
0.25205239,1.006077
0.25206624,1.050938
0.25206777,0.977503
0.25206949999999995,1.026222
0.2520773300000001,1.001921
0.25216758000000006,1.016896
0.25216832999999994,1.015642
0.2521860899999999,1.041669
0.25218659,0.985915
0.25220361,0.992657
0.25220847999999996,0.986484
0.25221141000000014,1.030501
0.25226634000000003,1.021636
0.25227201999999993,1.00647
0.25228567999999996,1.014825
0.25231757999999993,1.032913
0.25232305,0.9951
0.25234332000000004,0.984425
0.25234694,0.941596
0.2523710800000001,0.995218
0.25240339,1.050339
0.2524275899999999,0.978311
0.2524538700000001,1.041645
0.2524632,0.999995
0.2525127300000001,0.984478
0.25252074,1.005351
0.25253667,0.968741
0.2525399799999999,0.960368
0.25255121999999997,1.009052
0.25255811000000006,0.998835
0.25259326000000004,1.005819
0.25262921000000005,1.023475
0.25263268000000005,0.99553
0.25266305,0.981148
0.25267357,0.950868
0.2526764400000001,0.989782
0.25268519,0.981811
0.2527020499999999,0.986638
0.25271610999999994,1.047511
0.25272351000000004,1.02721
0.25272527999999994,1.029997
0.25274722000000005,0.992121
0.25275910999999995,1.027963
0.25277529,1.00937
0.25280619000000004,0.988106
0.25290652,1.013359
0.25290907000000007,1.007373
0.25291595999999994,0.999508
0.25292958,0.992201
0.2529609800000001,0.976784
0.25296307000000007,1.039386
0.25297342,1.031744
0.25300509000000004,0.976676
0.25301624999999994,1.014207
0.25302705000000003,0.994504
0.25304149,1.029641
0.25305011999999993,0.995782
0.25305343999999996,1.000108
0.25306118,1.011248
0.25308317999999996,1.002057
0.2531134500000001,0.990408
0.25312987,0.999512
0.2531366099999999,1.044782
0.2531542600000001,0.978844
0.25316125,1.012309
0.2532373400000001,0.989026
0.25324525,1.043839
0.25325193,1.003978
0.2532706600000001,1.051088
0.25327575999999996,0.958243
0.25328346,1.002826
0.2532911900000001,1.000484
0.2532936800000001,0.979211
0.2533105600000001,1.000091
0.25333516999999994,1.018311
0.25334097999999994,1.025467
0.25339186999999996,1.038659
0.25343421999999993,1.019264
0.25345843999999995,1.030124
0.2534593599999999,1.01731
0.25347819000000005,0.987986
0.25349609000000006,1.00826
0.2534988899999999,0.987364
0.25350571999999993,1.02216
0.2535249500000001,1.033435
0.2535279400000001,0.996772
0.2535468299999999,1.017812
0.2535634199999999,0.942031
0.2536015599999999,0.993093
0.25362523999999986,0.985946
0.25363625999999995,1.053075
0.25367257,0.998079
0.25370307999999997,0.978209
0.25370863999999993,1.031361
0.25373471999999997,1.045757
0.2537493099999999,0.961709
0.25374958999999997,1.001023
0.2537824900000001,1.008311
0.2537838800000001,0.971929
0.25379850000000004,0.986056
0.25382938999999993,1.007305
0.25384045,1.009778
0.25389017,0.979821
0.25389364000000003,0.98884
0.25392408999999994,0.996807
0.2539384199999999,1.045839
0.25394271,0.952102
0.2539487600000001,1.02763
0.25398407,1.031017
0.2539882600000001,0.986952
0.2539905899999999,0.991719
0.25400994,0.988814
0.25401410999999996,1.031173
0.25405108,1.009932
0.25412031,0.997756
0.25412484999999996,1.011866
0.25413562999999995,0.991681
0.25416525999999995,0.99246
0.25417676999999994,1.043854
0.2541964000000001,0.978247
0.25426061,1.034673
0.2542616500000001,1.00145
0.25426565999999995,1.014528
0.25427693000000007,1.032651
0.25429487000000006,1.010625
0.2542952700000001,0.978219
0.25431095000000004,1.011443
0.25431548000000004,0.997795
0.25431859,0.995973
0.2543405299999999,0.998457
0.25434405000000004,1.049858
0.25440211999999995,0.990191
0.2544326400000001,1.012816
0.2544389,0.97736
0.25446725000000003,1.004271
0.25447489999999995,1.052412
0.2544882399999999,1.045426
0.25448907,0.999908
0.25449421000000005,0.991155
0.25451624000000006,0.981833
0.2545183200000001,0.978472
0.25453111000000006,1.000518
0.25453163,1.000721
0.25454321,0.948897
0.2545962099999999,1.039363
0.2546139599999999,1.025417
0.25461851,1.019024
0.25469951,1.020217
0.25470715999999993,1.030247
0.25472146000000007,1.008172
0.2547329199999999,1.033136
0.25473312000000004,0.997555
0.25474361,1.021723
0.25475011999999997,1.018577
0.25476977,0.995769
0.25477892000000013,0.945144
0.25478971000000006,0.990112
0.2548335500000001,0.99496
0.25486769,1.052464
0.25488274999999994,0.996594
0.2549082600000001,0.990504
0.2549235699999999,1.03304
0.25495793999999994,0.965127
0.25497992,0.974433
0.25500349999999994,0.998847
0.2550145100000001,1.044294
0.25502969,0.974389
0.25504269,1.00847
0.25506704000000013,1.007527
0.2550834499999999,0.989232
0.2550947699999999,0.982431
0.2551120199999999,0.988639
0.2551291600000001,1.011369
0.25517360999999994,1.027352
0.25521054,0.952984
0.25521378000000006,0.990916
0.2552156299999999,1.001012
0.25523559000000007,0.991587
0.25524276999999995,0.979024
0.25524631,1.030211
0.25526767000000006,1.032627
0.25527531000000003,0.986358
0.25532569000000005,1.010569
0.25534206000000004,1.012439
0.25534214999999993,0.990229
0.2553895399999999,1.042009
0.25539460999999997,0.992123
0.25543048999999995,0.978504
0.2554626099999999,0.982703
0.25547056999999995,1.00339
0.2555075499999999,1.000297
0.2555140200000001,1.029525
0.25551674999999996,1.016341
0.25554692999999995,1.038026
0.2555504100000001,0.999935
0.25555101,1.047802
0.25555923,1.01305
0.25558239000000005,1.000458
0.25558488999999995,0.978801
0.25561002,0.997415
0.25567896,1.050578
0.25568369000000013,1.004057
0.25569141000000006,0.990997
0.2556943199999999,0.997316
0.25570271,1.012226
0.25572444000000005,0.977655
0.25572975,1.046709
0.25574166,0.976192
0.2557527399999999,0.991675
0.2557529599999999,0.996541
0.2557737200000001,0.999781
0.25578977,0.957346
0.2557965099999999,0.981178
0.25580084999999997,1.037568
0.2558148499999999,0.997052
0.25582002000000004,0.949181
0.2558883299999999,1.025924
0.25590084,1.020389
0.25593887000000004,0.997313
0.2559415199999999,1.033314
0.2559483600000001,1.007415
0.25595762999999994,1.028884
0.2559633699999999,1.020178
0.25598014000000013,1.021855
0.25599328,0.94914
0.25606142,0.98671
0.2560671400000001,0.993552
0.25608082,0.988136
0.25609382,0.992897
0.2560977499999999,1.054515
0.25613953999999994,1.031681
0.25616591,0.968046
0.25619221999999997,0.989466
0.2562581100000001,0.974906
0.2562591300000001,0.998096
0.25627395,0.971593
0.25629912999999993,0.982488
0.2563014800000001,1.008148
0.25630638000000006,1.008609
0.2563316200000001,0.9879
0.25636747000000004,0.984995
0.25639181999999994,1.026456
0.2563998299999999,1.029111
0.25641731999999995,1.010819
0.2564178100000001,0.990488
0.25647689000000007,0.951134
0.2565072500000001,0.997071
0.25651015999999993,1.028449
0.25651968,1.036851
0.25653324999999993,0.981559
0.25654931000000003,0.991008
0.25656294999999996,0.98616
0.25659904999999994,1.011072
0.25660138999999993,1.043431
0.25662538999999995,0.995932
0.25666308000000004,0.979453
0.2566801700000001,1.001317
0.25672117000000005,1.000881
0.2567386199999999,0.983609
0.25675267,1.033804
0.25675735,1.048076
0.2567595599999999,1.000842
0.25676959,1.017226
0.25680605,1.015559
0.2568324500000001,1.037062
0.2568508600000001,0.999629
0.25687400000000005,0.981655
0.2568828999999999,1.052765
0.2568991600000001,0.994724
0.2569012500000001,0.997894
0.25690133000000004,1.004297
0.25696378,0.977005
0.2569698200000001,1.045962
0.25697145,1.012739
